id_cliente,periodo,edad,sexo,region,segmento,ingreso_mensual,score_bureau,num_lineas,max_mora_12m,mora_30d_12m,saldo_total,utilizacion_tc,antig_laboral_anios,antig_banca_anios,producto_principal,canal_origen,mora_30d_next3m
C001493,202507,45,M,Norte,C,2370.11,646.0,0,0,0,3922.95,0.3602165843898929,3.9,3.6,TC,Digital,1
C000029,202402,28,F,Lima,B,1548.2,680.0,2,0,0,1077.04,0.12026995045789315,6.1,5.6,Pyme,Tienda,0
C000768,202509,49,M,Centro,C,1591.21,598.0,3,0,0,2410.36,0.26333949793088646,6.9,2.5,TC,Tienda,0
C001132,202409,52,F,Sur,B,3787.97,746.0,4,2,0,4105.76,0.16653402596197392,2.6,4.7,TC,Tienda,0
C000781,202509,25,M,Sur,A,2229.42,622.0,5,0,0,3045.41,0.31518619081390503,1.7,7.8,TC,Tienda,0
C000602,202503,20,F,Centro,A,1296.57,712.0,7,1,0,4320.61,0.6627222755001583,3.7,4.1,Hipotecario, Digital ,1
C000233,202409,71,F,Lima,A,1267.96,651.0,3,0,0,1579.19,0.07436905646298113,3.5,3.3,PL,Tienda,0
C000799,202412,63,F,Lima,B,1701.71,621.0,3,0,0,2472.96,0.6664645104674588,6.5,3.8,TC,Tienda,0
C000513,202506,55,M,Centro,A,1543.19,595.0,1,0,0,3338.25,0.2876634502868583,6.1,4.3,TC,FuerzaVenta,0
C000973,202503,43,F,Sur,C,1328.88,605.0,5,1,0,4098.21,0.4795355610672814,1.9,2.5,TC,Tienda,0
C000822,202506,20,F,Lima,C,2091.88,679.0,2,0,0,1149.33,0.23293433908911784,4.3,2.8,TC,Tienda,0
C001140,202504,54,M,Norte,C,4361.93,761.0,3,0,0,2784.57,0.22847176373202394,2.6,1.6,Hipotecario,FuerzaVenta,0
C000204,202311,32,M,Norte,C,2862.41,633.0,2,0,0,7494.3,0.4311131256888211,3.2,2.4,PL,Digital,0
C000206,202407,57,M,Lima,B,2779.17,565.0,2,0,1,3872.55,0.41224848041361895,0.0,1.9,TC,Tienda,0
C000890,202407,18,F,Lima,C,3265.84,581.0,3,0,0,8958.83,0.06961640060940288,1.8,3.8,Hipotecario,Alianza,0
C000208,202405,53,M,Lima,B,2243.91,674.0,2,2,0,1703.38,0.25823221138998503,1.1,0.0,Pyme,FuerzaVenta,0
C000145,202509,41,F,Lima,B,7169.8,715.0,2,0,1,5359.03,0.5789513140224901,5.8,1.3,TC,Digital,0
C001402,202405,39,F,Centro,C,2353.8,687.0,6,0,0,3201.47,0.08830623055015072,4.5,1.0,TC,Digital,0
C001108,202408,49,F,Lima,C,1361.7,524.0,1,0,0,3876.68,0.17252586673212866,6.0,0.6,TC,Digital,0
C000455,202503,49,M,Norte,A,1612.4,768.0,0,0,1,3382.89,0.11306260570458504,2.3,1.9,TC,Digital,0
C001039,202404,63,M,Lima,C,4531.88,660.0,4,1,0,12824.95,0.584702454498591,5.2,4.1,PL,Digital,0
C001339,202311,35,M,Norte,B,6637.14,583.0,7,0,0,18440.22,0.10443238338839989,0.3,2.4,PL,Digital,0
C000385,202503,44,F,Lima,A,1093.87,623.0,3,2,0,1337.78,0.6226594563814098,3.1,4.4,TC,Tienda,0
C001112,202407,46,M,Sur,A,937.22,697.0,8,0,0,1864.3,0.5198287895117801,0.0,2.6,PL,Tienda,0
C001210,202405,51,M,Centro,B,2355.52,664.0,6,0,0,7749.81,0.2990199723917542,0.0,1.1,Pyme,Digital,0
C001129,202412,25,M,Lima,A,1201.04,747.0,1,1,0,3881.61,0.43135353098719736,12.0,2.1,PL,Tienda,0
C001404,202312,65,F,Lima,C,1033.87,798.0,3,1,0,3070.98,0.056112292737468934,0.3,2.3, TC ,Digital,0
C000689,202506,54,F,Sur,A,1890.29,666.0,2,1,1,1426.82,0.3339999849519763,8.5,0.6,TC,Tienda,0
C001249,202402,27,M,Centro,C,4198.54,704.0,0,1,1,10212.07,0.5331697604135021,7.5,3.7,Hipotecario,Tienda,0
C000506,202404,31,M,Lima,B,1920.02,700.0,4,1,0,2880.27,0.42379119941799026,5.5,4.6,TC,Digital,0
C001000,202505,41,M,Sur,C,1858.73,742.0,2,0,1,3063.87,0.2530123781756285,3.3,1.2,TC,FuerzaVenta,0
C000323,202402,50,M,Lima,B,2403.79,,2,0,0,4553.39,0.5499462264076721,6.8,3.9,TC,Digital,0
C001026,202410,39,M,Centro,B,4057.08,702.0,1,1,0,8759.89,0.29826372204594,5.3,2.8,TC,Alianza,0
C001015,202312,74,M,Norte,B,948.06,627.0,3,0,0,1552.83,0.19940599927590782,12.5,2.8,TC,FuerzaVenta,0
C000186,202508,25,M,Sur,B,3672.91,,5,2,0,1691.29,0.32044891841402434,6.5,2.6,Hipotecario,Tienda,1
C000400,202401,65,M,Lima,B,1136.67,717.0,1,0,0,2005.65,0.5459302515353737,7.2,4.9,Pyme,Tienda,0
C001437,202405,23,F,Sur,A,3078.42,563.0,3,1,0,1335.89,0.4168391143973778,9.2,7.2,TC,FuerzaVenta,0
C001175,202310,41,F,Centro,B,2209.79,627.0,5,0,0,4640.98,0.4140735858305244,6.1,2.5,TC,FuerzaVenta,0
C000180,202507,42,F,Sur,B,3662.36,560.0,4,0,0,5690.69,0.4183883261293285,3.0,4.5,Hipotecario,Tienda,0
C000718,202509,21,M,Norte,B,648.45,,7,1,0,1592.56,0.16671965321435644,7.8,1.5,Hipotecario,Digital,1
C000577,202508,62,M,Lima,C,3368.28,464.0,2,0,0,9274.52,0.47776107956414604,5.1,2.4,TC,Digital,0
C000134,202404,44,F,Centro,B,2898.78,709.0,0,0,0,9388.54,0.1000865431634805,8.4,4.5,,Digital,0
C000641,202503,47,M,Lima,A,2088.83,632.0,4,1,0,3857.97,0.3600577058250256,9.5,2.8,PL,Alianza,0
C000460,202501,66,M,Lima,B, ,725.0,6,0,0,8388.82, ,3.9,5.8,Hipotecario,Digital,1
C000135,202407,57,M,Lima,C,1754.54,535.0,1,0,0,2694.4,0.6853241222384541,7.7,0.3,PL,Digital,0
C001377,202508,38,M,Oriente,A,3572.87,805.0,2,0,0,8148.13,0.1005510769070361,2.7,2.0,TC,FuerzaVenta,0
C001269,202509,42,F,Lima,B,1776.77,575.0,2,2,0,1205.33,0.16021120485133447,0.1,1.3,Hipotecario,Digital,0
C000507,202405,26,F,Sur,C,2089.4,626.0,4,0,0,5733.73,0.4605692053556659,0.0,3.9,PL,Tienda,0
C000627,202504,24,F,Norte,A,1090.24,612.0,4,0,0,3165.45,0.45332403187044984,4.9,9.8,PL,Digital,0
C000699,202507,23,F,Lima,B,2297.11,782.0,3,1,1,6564.16,0.4662570292712811,5.0,4.1,PL,Tienda,0
C001450,202410,73,F,Lima,B,4029.32,701.0,3,1,0,8949.93,0.3650640745232421,4.0,4.0,Hipotecario,Digital,0
C001129,202310,53,F,Lima,B,1582.21,627.0,3,2,0,561.34,0.4810550813426511,0.0,5.8,TC,Tienda,1
C000848,202509,40,F,Lima,A,1552.85,647.0,0,0,0,3686.15,0.8134388754938985,4.5,1.4,Hipotecario,Tienda,0
C000844,202406,39,F,Lima,B,1461.33,708.0,3,1,0,2638.69,0.4563276637653291,5.2,2.2,Hipotecario,Digital,0
C000242,202411,27,F,Lima,B,3288.53,625.0,2,0,1,5746.64,0.2861594811225699,7.4,3.4,TC,Digital,0
C001411,202507,73,M,Centro,C,1406.21,544.0,3,0,0,467.62,,9.6,1.4,Pyme,Tienda,0
C001285,202506,28,F,Lima,B,2814.33,670.0,1,2,1,7217.84,0.3177614816104372,1.1,6.6,PL,Tienda,0
C000851,202503,36,F,Norte,C,3943.58,667.0,4,1,0,9158.23,0.09946083730048301,7.0,4.3,TC,Digital,0
C000259,202503,64,M, Lima ,A,906.08,678.0,10,0,1,3014.0,0.2637551772796022,0.0,3.5,TC,Digital,0
C000659,202503,41,M,Centro,A,2816.34,664.0,0,0,0,6169.72,0.05964573367270906,8.9,2.7,PL,Digital,0
C001134,202407,72,F,Lima,B,2924.11,736.0,4,2,0,4251.77,0.25340154330446246,4.2,0.7,PL,Tienda,0
C000238,202408,33,F,Norte,B,2758.45,536.0,2,0,0,2248.89,0.3940714817121306,4.0,5.9,TC,Alianza,1
C000627,202410,20,M,Lima,A,3675.63,589.0,5,0,0,10256.72,0.08625211859961472,2.2,4.0,TC,Alianza,0
C001434,202509,19,M,Oriente,B,1588.91,705.0,0,1,0,1274.62,0.13653401321270012,4.1,5.3,PL,Tienda,0
C001041,202311,67,F,Sur,C,2249.14,583.0,2,0,0,6004.22,0.2091616850893074,8.7,2.5,TC,,0
C001067,202409,60,F,Norte,C,3285.35,611.0,5,0,0,6712.57,0.40202128907980544,0.5,4.8,TC,Digital,1
C000600,202501,54,M,Oriente,C,1472.62,784.0,2,1,0,4870.7,0.39839433154173065,4.2,3.0,PL,Digital,0
C000906,202504,38,F,Centro,B,2247.33,594.0,1,1,0,1642.52,0.5403398155018317,6.4,1.5,PL,Digital,1
C000421,202405,68,F,Centro,C,4468.75,525.0,3,1,0,8808.19,0.15484815554858936,0.9,1.2,TC,Digital,0
C000965,202503,23,M,Norte,B,2490.14,701.0,3,0,1,2035.92,0.5258359909338437,0.4,8.1,TC,Tienda,0
C000263,202507,42,M,Lima,C,1760.69,436.0,1,0,0,1292.41,0.3534195972748827,8.0,3.9,Hipotecario,Digital,0
C000629,202502,48,M,Lima,C,5238.64,673.0,1,0,0,13696.55,0.34068604298843,11.3,1.5,TC,Digital,0
C001375,202408,73,F,Lima,C,2336.25,662.0,4,0,0,4719.84,0.38274811548836646,4.8,1.3,Hipotecario,Digital,0
C000197,202411,30,F,Centro,C,3459.64,725.0,2,0,0,1580.15,0.3191596880824116,6.7,0.4,TC,Tienda,0
C001221,202407,50,M,Sur,C,1783.84,708.0,2,0,0,3435.98,0.210617904843062,,1.8,TC,Digital,0
C000407,202408,24,M,Sur,C,2318.15,638.0,6,1,0,1369.46,0.27237331177743407,4.0,0.0,Pyme,Tienda,0
C000059,202403,25,F,Lima,C,2526.41,651.0,4,0,0,8335.22,0.7383859370934202,12.5,5.5,Hipotecario,Digital,0
C000977,202504,71,M,Centro,A,2088.7,616.0,3,0,0,6016.3,0.08389114417869756,8.6,4.7,Hipotecario,Digital,0
C000243,202503,20,M, Lima ,B,8757.89,574.0,3,0,1,13425.03,0.16425331600879398,1.4,4.5,TC,Alianza,1
C000850,202409,37,F,Centro,A,2401.38,628.0,1,0,0,6936.95,0.4023981099544374,1.5,1.4,Pyme,Tienda,1
C000501,202312,71,F,Lima,C,3717.52,647.0,4,0,0,8789.01,0.378017154680025,6.2,0.7,Pyme,FuerzaVenta,1
C000673,202503,62,F,Norte,A,2205.91,694.0,3,0,0,3805.13,0.1403709763443236,5.3,2.4,TC,Alianza,1
C000272,202401,35,M,Oriente,B,4840.59,695.0,3,4,1,3291.03,0.504348464030061,6.9,0.0,PL,Digital,1
C001346,202509,70,M,Sur,B,759.04,590.0,2,0,1,424.23,0.2630774961854193,3.3,1.8,TC,FuerzaVenta,0
C000346,202403,34,M,Norte,B,2427.45,683.0,3,0,0,7037.75,0.59201389113497,7.3,3.7,TC,Digital,1
C000668,202408,30,F,Lima,B,1433.02,671.0,1,0,0,1619.53,0.2596099516685282,4.8,3.2,PL,FuerzaVenta,1
C001352,202405,36,F,Centro,A,1221.7,622.0,3,0,0,3720.43,0.4465293085122813,0.0,5.0,TC,Tienda,0
C000151,202501,62,F,Oriente,A,1979.12,504.0,5,0,0,5055.24,0.5599727394688502,6.9,6.2,PL,Tienda,0
C000621,202505,60,F,Lima,A,4185.39,,1,0,0,11767.37,0.42365296227007065,2.8,3.5,PL,Digital,0
C000377,202409,18,M,Lima,B,1339.21,710.0,7,0,0,3755.42,0.3156254211076479,3.5,5.8,TC,Tienda,1
C000459,202508,28,F,Lima,,1491.9,648.0,3,1,0,4274.55,0.2226692050082636,3.0,0.1,Hipotecario,FuerzaVenta,1
C000704,202504,50,F,Sur,A,3273.14,454.0,1,0,0,6465.51,0.2732961284813097,6.4,3.3,TC,Alianza,0
C000767,202508,40,F,Oriente,B,4568.65,712.0,7,2,1,2625.29,0.024199676991035028,9.5,3.1,,Digital,0
C000125,202408,19,F,Lima,C,1553.67,557.0,0,2,0,4241.39,0.4759305414472028,6.5,6.2,TC,Tienda,0
C000115,202312,60,F,Lima,C,1890.99,582.0,2,0,0,5952.2,0.1480743281159387,9.1,4.3,TC,Tienda,0
C001080,202501,21,M,Centro,A,1137.27,497.0,2,0,1,3071.77,0.412474095823761,,3.4,PL,Tienda,0
C000119,202406,29,M,Lima,B,1502.67,547.0,6,0,0,2550.89,0.03249936897976076,5.5,5.7,TC,Digital,0
C000736,202408,37,F,Oriente,C,2417.13,575.0,2,0,0,5651.29,0.7768000622899656,,3.8,TC,Tienda,0
C000751,202409,59,F,Lima,B,3035.04,672.0,5,2,0,3558.78,0.4161986115047303,0.0,1.6,PL,Tienda,0
C001156,202505,26,F,Sur,B,,729.0,4,0,0,1946.31,0.3419545858780252,5.5,4.6,TC,Digital,1
C000477,202405,59,F,Norte,B,1603.94,607.0,4,0,0,3076.37,0.1206883654659277,5.4,4.9,TC,Tienda,0
C000003,202310,42,M,Lima,B,2075.07,531.0,1,0,0,1715.18,0.6869771723835044,4.5,1.7,TC,Digital,1
C000670,202502,68,M,Lima,A,1735.21,662.0,2,0,0,1709.71,0.3223016691316004,7.1,1.6,TC,Tienda,0
C000241,202410,39,M,Sur,C,931.76,758.0,3,0,0,364.0,0.21614958616559796,7.6,3.0,PL,Digital,1
C001444,202507,40,M,Lima,C,691.65,608.0,2,0,0,515.83,0.35089810953118744,2.9,0.3,TC,Tienda,0
C000304,202401,46,F,Lima,B,2197.48,649.0,2,0,0,2057.19,0.23750965306689,2.9,0.0,TC,Digital,0
C001348,202508,32,F,Sur,B,1219.01,583.0,4,0,0,3703.75,0.2220232742945815,2.9,3.6,TC,Alianza,0
C000929,202509,25,F,Lima,B,3969.08,667.0,3,2,0,10093.67,0.3292469717789939,8.7,2.1,PL,FuerzaVenta,1
C001286,202408,24,M,Centro,C,1619.55,486.0,7,1,1,2679.86,0.24832632854578826,6.6,0.0,PL,Digital,1
C000952,202404,35,F,Lima,C,1192.06,628.0,4,1,0,2364.77,0.5731077068325855,4.7,1.8,TC,Digital,1
C001307,202311,18,F,Lima,A,1383.83,766.0,3,1,0,4600.24,0.6565684671387081,2.6,2.8,TC,Tienda,0
C000242,202509,33,F,Oriente,B,3048.03,579.0,2,0,0,3221.79,0.18532270416422558,5.9,4.2,Hipotecario,Digital,0
C001425,202504,30,M,Centro,A,3367.16,678.0,3,0,0,11201.6,0.41158952269075255,1.6,4.3,TC,FuerzaVenta,0
C000091,202503,32,F,Sur,B,861.12,683.0,4,2,1,2404.97,0.2356067538792887,3.9,4.6,TC,Tienda,0
C000330,202401,57,M,Lima,B,3120.82,,4,0,0,9883.47,0.5412564794976648,2.1,0.0, TC ,FuerzaVenta,0
C000264,202506,42,F,Lima,B,1122.85,681.0,4,0,1,3579.88,0.6203036749453104,5.3,0.0,TC,Digital,0
C000803,202402,48,M,Lima,C,2885.55,666.0,4,0,0,5084.98,0.6171965360797304,0.0,2.3,Pyme,Digital,0
C001043,202503,63,M,Lima,B,10406.71,698.0,2,0,1,33969.24,0.4428212641935631,0.0,0.6,TC,Tienda,1
C000008,202504,61,M,Oriente,A,3837.68,638.0,2,0,0,8284.22,0.11544368316753863,4.8,6.0,TC,FuerzaVenta,0
C001235,202501,31,M,Sur,B,2896.23,629.0,4,1,0,4277.31,0.33246975228275577,0.0,5.1,TC,Digital,0
C000928,202401,29,F,Norte,B,3394.07,626.0,1,0,0,1567.74,0.05248790165123146,0.7,5.4,PL,Digital,0
C001078,202406,42,M,Lima,B,2397.34,660.0,3,0,0,4063.59,0.6537344170637531,5.5,3.3,TC,Digital,0
C000460,202508,63,M,Lima,B,1463.81,745.0,1,1,0,,0.22340968340878825,2.7,2.0,TC, Digital ,0
C001099,202310,73,M,Lima,B,1749.16,694.0,2,0,0,3124.43,0.2250213997360819,8.8,3.3,Hipotecario,Digital,0
C000314,202410,18,F,Sur,B,4394.94,595.0,4,2,0,10363.06,0.14447987650442115,4.2,3.6,PL,Digital,0
C001106,202311,33,F,Lima,C,1055.6,678.0,4,0,0,594.4,0.1865724749342941,5.3,4.7,Hipotecario,FuerzaVenta,0
C000945,202401,62,F,Centro,A,2172.89,666.0,3,0,0,809.49,0.41466177025940754,3.6,0.6,Pyme,Digital,0
C000212,202407,62,M,Norte,C,1418.07,566.0,3,0,0,1494.83,,8.0,1.8,TC,Tienda,0
C001332,202405,64,M,Oriente,A,11342.71,742.0,3,0,1,,0.2624534287114957,5.2,2.9,TC,FuerzaVenta,0
C000625,202411,70,F,Centro,C,2775.62,804.0,3,0,0,2312.18,0.574276766966938,5.2,4.6,PL,Digital,0
C001075,202506,19,M,Centro,A,1186.68,599.0,3,0,0,3876.1,0.22838869981940566,1.4,5.0,,Tienda,1
C001192,202503,31,F,Centro,A,3735.68,686.0,2,0,1,2042.87,0.4095637185710163,6.4,0.0,TC,Tienda,0
C000300,202406,39,F,Centro,B,1156.62,698.0,7,0,0,2394.15,0.47468126079125705,6.0,6.2,PL,Tienda,0
C000079,202312,64,M,Lima,B,3509.48,779.0,1,0,0,1313.91,0.28792127013270946,9.7,0.7,TC,Digital,0
C001073,202404,34,M,Lima,B,4372.56,605.0,5,0,0,15195.37,0.39384152287157603,7.0,2.2,Hipotecario,Tienda,0
C001400,202502,71,M,Oriente,B,1823.09,,3,1,0,6144.83,0.22706280094421435,2.4,6.1,PL,Digital,0
C001180,202409,73,F,Lima,C,1600.52,597.0,5,0,0,2068.81,0.376792395641966,5.9,1.4,TC,Digital,1
C000359,202404,26,M,Norte,B,2137.75,759.0,4,0,0,1560.4,0.267366448218869,7.3,0.0,TC,Tienda,0
C000408,202506,56,M,Centro,B,1995.84,738.0,0,0,0,6464.5,0.18032549660898722,6.5,8.8,TC,Digital,0
C001264,202411,34,M,Lima,A,1794.89,691.0,3,0,0,1542.46,0.7758241105416321,5.7,2.5,TC, FuerzaVenta ,0
C000099,202503,36,M,Lima,B,2006.35,688.0,3,1,0,6718.12,0.250011463867002,6.6,2.3,PL,Tienda,0
C000516,202403,75,M,Lima,A,881.59,615.0,4,0,0,1895.85,0.03291593671217709,0.0,4.2,TC,Alianza,0
C001192,202310,73,M,Lima,B,1095.96,692.0,3,0,0,2085.62,0.09159991401118106,4.3,6.2,TC,FuerzaVenta,0
C000169,202504,60,M,Norte,A,1952.93,767.0,5,0,1,5194.41,0.12267182945265571,0.8,2.7,Pyme,Digital,0
C001018,202503,43,M,Lima,A,1043.87,680.0,5,0,0,1796.69,0.16258940322868431,7.6,6.4,TC,Digital,1
C000895,202409,74,M,Lima,C,3773.31,769.0,3,0,0,9602.78,0.06269453086498192,11.3,4.2,TC,Digital,0
C000766,202409,67,M,Lima,A,2652.76,590.0,4,0,1,5229.63,0.37266843744900835,10.3,1.3,TC,Digital,1
C000716,202409,21,M,Centro,B,1619.44,639.0,4,0,0,3866.85,0.2830412991709346,4.9,2.7,TC,FuerzaVenta,0
C000412,202508,46,F,Lima,C,3610.89,709.0,5,1,0,8728.94,0.2029982842096733,6.4,5.7,TC,Tienda,0
C001465,202505,66,F,Sur,C,1916.63,654.0,2,0,0,6392.17,0.3698514910665918,7.2,6.0,TC,Digital,0
C000696,202509,32,M,Norte,B,894.35,593.0,2,1,0,912.47,0.26148000217963363,5.3,0.1,TC,Digital,0
C000756,202310,65,F,Lima,A,3765.36,559.0,4,1,0,9041.97,0.6523652000663066,1.1,3.0,TC,Digital,0
C001488,202405,70,M,Lima,B,1759.4,591.0,2,2,0,2199.98,0.6428677018816136,2.9,5.4,TC,Digital,0
C000276,202508,33,F,Lima,B,1955.17,601.0,4,0,0,,0.12362369930465428,11.9,1.7,TC,Digital,0
C000722,202401,32,M,Oriente,B,,668.0,8,1,0,3122.96,0.4809253418144776,0.0,0.2,TC,FuerzaVenta,1
C000014,202412,63,M, Sur ,A,,579.0,9,1,1,1217.82,0.04594761852282514,6.4,1.5,TC,Tienda,0
C000608,202310,55,F,Sur,C,4344.95,786.0,2,0,0,3064.55,0.311578619759379,0.0,2.8,Pyme,Digital,0
C001170,202406,43,M,Lima,B,2257.73,660.0,3,0,0,3358.59,0.34163060044593585,9.0,3.1,TC,Tienda,0
C001336,202312,29,F, Norte ,C,2712.54,583.0,6,0,0,9297.54,0.266985573719891,4.2,3.2,Hipotecario,FuerzaVenta,0
C001455,202402,74,M,Lima,C,1667.0,505.0,2,0,0,5775.07,0.44065365823124936,10.2,3.6,Hipotecario,Digital,1
C000735,202403,75,F,Lima,C,3551.83,641.0,1,0,0,6011.18,0.06650588496370688,3.3,2.5,PL,Alianza,0
C000490,202411,37,F,,A,3422.61,626.0,3,1,0,3572.02,0.591660626367618,10.4,0.0,Hipotecario,FuerzaVenta,1
C000080,202403,75,F,Lima,A,1740.74,667.0,3,0,0,5134.94,0.20874562580552267,5.5,2.5,TC,Tienda,0
C000088,202509,20,M,Norte,A,823.21,655.0,6,1,0,1188.04,0.5019971092045749,4.6,3.4,PL,Alianza,0
C001397,202408,32,M,Lima,A,2537.31,,1,1,0,6054.57,0.34497682473261243,4.4,8.4,TC,Digital,0
C001096,202408,72,M,Norte,A,1419.17,503.0,4,0,0,3892.68,0.48054172561096076,12.2,2.4,TC,FuerzaVenta,0
C001025,202401,74,F,Sur,A,1006.67,656.0,2,0,0,3351.96,0.30752565510143626,8.7,1.5,TC,FuerzaVenta,1
C000610,202409,45,M,Lima,B,819.34,674.0,1,0,0,2850.21,0.5533010358036491,4.0,4.0,TC,Tienda,0
C000792,202501,22,M,Oriente,C,5679.56,686.0,2,1,0,3721.68,0.529460487558003,1.3,3.8,Hipotecario,Tienda,0
C000472,202404,37,F,Centro,B,2902.33,772.0,3,1,0,3481.82,0.13625057245705244,5.6,3.3,TC,Digital,0
C000808,202506,39,F,Norte,B,4175.14,672.0,2,0,0,9733.25,0.25072180327773114,4.4,0.0,TC,FuerzaVenta,0
C001258,202508,38,F,Centro,B,4405.51,592.0,4,0,0,12858.97,,3.7,5.0,PL,FuerzaVenta,0
C000081,202310,21,M,Oriente,A,7903.75,654.0,4,1,0,26220.76,0.23273473765636243,9.0,1.7,TC,Tienda,0
C000529,202312,71,M,Lima,B,5426.78,600.0,3,0,0,4048.51,0.2882957121195863,0.0,2.1,PL,Digital,0
C001190,202402,50,M,Lima,C,1385.27,702.0,4,0,0,4474.0,0.35275811044512534,6.1,1.2,PL,Digital,0
C001500,202410,53,M,Lima,B,836.26,749.0,1,0,0,799.05,0.04165192415926287,2.1,0.9, TC ,Tienda,0
C000278,202502,59,M,Lima,A,2204.49,591.0,4,0,0,6785.39,0.49742069773901326,4.4,1.4,PL,Digital,0
C001462,202409,61,F,Lima,A,1784.73,683.0,2,0,0,4468.94,0.43933406715227596,5.7,4.0,Pyme,Digital,0
C001291,202501,55,M,Sur,A,1352.53,680.0,7,0,0,1673.11,0.21059821400349696,8.5,4.5,PL,Alianza,0
C000309,202410,44,M,Norte,A,3255.38,638.0,1,0,0,7358.81,0.1799040286367356,6.0,0.0,Hipotecario,Tienda,0
C001136,202508,57,F,Centro,B,1161.31,703.0,3,0,0,1958.7,0.262740596107348,3.3,2.3,TC,Digital,0
C000387,202407,41,M,Sur,A,2470.01,577.0,8,0,0,2172.79,0.2315910221008769,6.0,0.9,TC,Digital,0
C001422,202405,41,F,Lima,B,1609.63,632.0,2,0,0,2083.46,0.16094792847105233,9.2,2.2,PL,FuerzaVenta,1
C001395,202505,41,F,Centro,B,802.47,511.0,0,1,0,1801.26,0.20145763109910894,11.2,3.6,TC,FuerzaVenta,1
C000382,202404,25,M,Centro,B,3746.37,687.0,1,3,0,1251.7,0.4047622270845748,0.0,0.6,TC,Digital,0
C000209,202403,34,M,Lima,B,1848.19,594.0,2,1,1,6143.19,0.21778654569070885,0.3,2.4,TC,Digital,0
C000060,202312,37,F,Sur,B,1425.92,762.0,3,0,0,,0.10106000922049005,8.0,2.2,PL,Digital,0
C001362,202501,37,F,Oriente,C,2315.9,513.0,0,0,0,2289.82,0.4833424099602208,6.8,0.2,PL,Digital,1
C001308,202506,74,M,Centro,B,1412.64,688.0,5,0,0,2973.46,0.13588842562436515,4.5,3.4,TC,Digital,0
C000956,202404,26,F,Lima,C,2513.82,,2,2,1,5638.29,0.3254251642491408,4.0,4.2,PL,Digital,0
C000433,202409,18,F, Sur ,B,4057.58,718.0,4,0,0,11656.43,0.3807501429502496,4.0,4.2,TC,Digital,0
C001173,202502,30,M,Centro,A,2193.43,710.0,1,1,0,5480.74,0.43270709350488445,8.5,0.7,TC,Alianza,0
C000206,202503,27,F,Sur,C,,616.0,5,1,0,2238.89,0.343497279028102,4.8,2.9,TC,Digital,1
C000986,202311,71,F,Lima,C,1249.6,669.0,2,0,0,3790.08,0.3149816897073328,1.2,0.0,TC,Digital,0
C001122,202405,36,M,Centro,C,1649.54,631.0,5,1,1,1863.41,0.10240076164500005,0.8,7.6,TC,FuerzaVenta,0
C000148,202507,21,M,Lima,C,3304.53,701.0,6,0,0,9656.31,0.4672786319833129,4.9,1.6,Hipotecario,Tienda,0
C001496,202402,25,M,Lima,C,3510.41,783.0,5,0,0,5876.14,0.15583842222365057,5.1,2.5,Hipotecario,Digital,0
C001140,202408,23,F,Lima,B,1443.06,591.0,4,1,0,1366.33,0.2255356770620212,5.4,5.2,TC,Tienda,0
C000860,202403,20,F,Sur,A,1626.07,650.0,1,1,0,4131.77,0.5473986368266297,7.5,3.7,PL,Digital,0
C001178,202406,50,M,Lima,B,2174.92,770.0,4,1,0,3350.26,0.35247357936300844,0.9,1.3,PL,FuerzaVenta,0
C001226,202503,56,M,Lima,A,555.92,663.0,4,1,1,1067.26,0.29325916454497897,3.5,3.5,PL,Tienda,0
C001251,202505,58,M,Centro,B,987.38,674.0,5,1,0,1383.67,0.32522206623705796,6.6,1.8,TC,Digital,0
C000026,202408,34,F,Lima,B,2004.57,661.0,2,0,0,5699.36,0.1152530108110051,7.0,2.4,Pyme,Tienda,0
C000701,202508,67,M,Sur,C,897.63,631.0,3,0,0,2579.92,0.2961090537286719,4.5,2.3,PL,Digital,0
C000282,202404,40,M,Centro,A,11494.96,603.0,5,0,0,25112.07,0.673659037356541,3.9,5.9,PL,Digital,1
C001207,202502,19,M,Norte,A,3275.17,717.0,5,0,0,6510.3,0.21898233385856883,1.3,5.7,Hipotecario,FuerzaVenta,0
C000857,202406,48,M,Norte,C,3438.4,771.0,5,0,1,11708.9,0.3288548150472119,3.9,1.8,Hipotecario,Digital,0
C001010,202506,40,M,Norte,C,5638.26,597.0,2,2,0,18023.95,0.4019860294925858,3.5,0.1,TC,Digital,0
C000142,202310,70,M,Lima,C,885.86,774.0,4,0,0,2553.76,0.03844736585783832,0.0,2.8,PL,Tienda,0
C000398,202310,75,F,Norte,B,1987.1,593.0,6,0,1,1649.14,0.1762284244688496,8.7,3.6,TC,FuerzaVenta,0
C000571,202403,21,F,Lima,B,2776.86,763.0,4,1,0,1418.63,0.4887110086461518,2.2,0.0,PL,Digital,0
C000167,202411,24,M,Lima,A,1633.55,537.0,4,0,0,4178.51,0.36644099466526536,4.3,3.6,TC,Alianza,0
C000848,202407,33,F,Norte,C,2570.66,559.0,2,0,0,7628.26,0.6397920202451165,0.6,5.4,PL,Digital,0
C001426,202310,37,F,Centro,B,2030.64,660.0,1,0,0,1816.27,0.4829822833573357,2.9,2.8,Pyme,FuerzaVenta,0
C000969,202509,40,F,Lima,C,491.48,627.0,5,1,0,900.91,0.3942051169473375,,0.0,PL,Tienda,1
C000948,202409,72,M,Centro,B,1710.0,590.0,4,0,0,3592.26,0.20403708826777928,1.2,1.9,TC,Digital,0
